33                                                 
5.2580 52.3713 -3.0                                   
2019 01 02                                         
04 26 19.988                                           
18 34 14.10   +36 28 09.6                         
04 26 29.991                                         
18 44 10.38   +38 01 59.4                    
04 26 39.989                                           
18 54 42.06   +39 30 13.8
